374,Велосипедная парковка № 35013 «Школа № 913»,37.80994,55.674268,Юго-Восточный административный округ
372,Велосипедная парковка № 35014 «Школа № 1148 им. Ф. М. Достоевского»,37.75095,55.686572,Юго-Восточный административный округ
363,Велосипедная парковка № 35015 «Школа № 1350»,37.823762,55.706565,Юго-Восточный административный округ
361,Велосипедная парковка № 35016 «Школа № 1363»,37.823469,55.707513,Юго-Восточный административный округ
375,Велосипедная парковка № 35017 «Школа № 1366»,37.926624,55.682257,Юго-Восточный административный округ
110,Велосипедная парковка № 37129 «Гимназия № 1531 Лингвистическая»,37.633056,55.803541,Северо-Восточный административный округ
411,Велосипедная парковка № 37131 «Гимназия № 1539»,37.642158,55.810235,Северо-Восточный административный округ
419,Велосипедная парковка № 37132 «Гимназия № 1554»,37.611783,55.865777,Северо-Восточный административный округ
120,Велосипедная парковка № 37139 «Гимназия № 1573»,37.553273,55.906734,Северо-Восточный административный округ
324,Велосипедная парковка № 23011 «Библиотека № 237»,37.567587,55.567948,Юго-Западный административный округ
323,Велосипедная парковка № 23012 «Библиотека № 236»,37.573987,55.578721,Юго-Западный административный округ
321,Велосипедная парковка № 23013 «Молодежный центр культуры, досуга и спорта Эврика - Бутово»,37.57676,55.577064,Юго-Западный административный округ
298,Велосипедная парковка № 23017 «Ресторан Маки - Маки»,37.579763,55.574781,Юго-Западный административный округ
341,Велосипедная парковка № 34041 «Школа № 629»,37.595208,55.588037,Южный административный округ
338,Велосипедная парковка № 34042 «Школа № 630»,37.619639,55.69736,Южный административный округ
215,Велосипедная парковка № 34068 «Школа № 880»,37.589197,55.609866,Южный административный округ
240,Велосипедная парковка № 34070 «Школа № 886»,37.729685,55.607037,Южный административный округ
260,Велосипедная парковка № 34071 «Школа № 893»,37.745031,55.624606,Южный административный округ
210,Велосипедная парковка № 34072 «Школа № 896»,37.736672,55.608377,Южный административный округ
188,Велосипедная парковка № 34073 «Школа № 896»,37.73901,55.608038,Южный административный округ
230,Велосипедная парковка № 34074 «Школа № 900»,37.614453,55.600013,Южный административный округ
239,Велосипедная парковка № 34076 «Школа № 901»,37.616842,55.605506,Южный административный округ
242,Велосипедная парковка № 34077 «Школа № 902»,37.66654,55.596093,Южный административный округ
294,Велосипедная парковка № 33048 «Центр образования № 1681»,37.570931,55.565313,Юго-Западный административный округ
300,Велосипедная парковка № 33050 «Школа № 1945»,37.58543,55.570218,Юго-Западный административный округ
